room_id,length,width,num_furniture,num_fixed_elements,furniture_density,free_space,avg_wall_distance,walkability,valid
68,3.8137477308074126,3.2333486388259898,5,1,0.49873588560631577,0.5012641143936842,0.2880323043377835,0.6233552631578947,False
69,3.9658891510949217,3.283177391050417,5,2,0.4992044372311367,0.5007955627688633,0.375538909164529,0.5841346153846154,False
70,3.179373721905773,4.181110971427801,5,1,0.3091779740928664,0.6908220259071336,0.3134657079052439,0.7395751376868608,True
71,3.9125519106937294,4.304304073306269,5,2,0.16210618688888448,0.8378938131111155,0.504727707080338,0.8473464519976148,True
72,3.276659093372837,3.259492471785713,3,2,0.3342619746625436,0.6657380253374564,0.2026190977815159,0.6337890625,True
73,3.4168649566879656,4.731095849396891,5,1,0.1688780033434361,0.8311219966565639,0.4719525457280477,0.8310387984981227,True
74,4.144388242031196,4.9611505666326945,5,2,0.2991109245074792,0.7008890754925208,0.4393659864998633,0.7536087605774017,True
75,4.796938267351569,4.426435514671443,4,2,0.22982726602275713,0.7701727339772428,0.45436371893690053,0.7495164410058027,True
76,5.032407833463564,3.278147156872672,5,1,0.2661094180839008,0.7338905819160992,0.26585291107480674,0.725625,True
77,3.4877064807864353,3.81738493445803,5,2,0.48896199557147707,0.511038004428523,0.3645779298937274,0.6377708978328174,False
78,3.7080091861405813,3.7206609455327735,3,1,0.21020212437889152,0.7897978756211085,0.3973750913375449,0.7859751643535428,True
79,5.6731916210503135,3.1083161498974654,5,2,0.3646349853480634,0.6353650146519366,0.4722349081996372,0.6941244239631337,True
80,3.3028815013698205,4.200859071127903,6,2,0.5124346588589092,0.48756534114109085,0.3310017043606707,0.6248196248196248,False
81,4.71437650676906,3.320764226559705,6,2,0.4541583411998164,0.5458416588001835,0.31197825990371236,0.571244358478401,False
82,5.383588276048997,3.039094262952508,5,1,0.3349380974690089,0.6650619025309912,0.45133601619459174,0.730188679245283,True
83,4.885814575050169,4.922011006878626,4,2,0.16051208767828223,0.8394879123217178,0.6911285819703924,0.8669217687074829,True
84,5.086166027692059,3.0872396003747813,3,1,0.18468734105962373,0.8153126589403763,0.4000646097803772,0.8993333333333333,True
85,4.517087833289513,3.200705298576903,6,1,0.49177378783572373,0.5082262121642762,0.3772145070833641,0.6895833333333333,False
86,3.4705701823046136,3.515891380584433,4,1,0.4835214342339668,0.5164785657660331,0.28620870769749396,0.6176470588235294,False
87,5.91605126167377,4.076441195141863,3,2,0.21686455662258844,0.7831354433774116,0.5950958793491754,0.7834745762711864,True
88,5.473900601788294,4.3029070629781785,3,2,0.12015104781006232,0.8798489521899376,0.3525740549901333,0.8652024117140397,True
89,3.4746960567987415,3.456194937961733,4,2,0.32141952391455136,0.6785804760854486,0.42480845102962494,0.7854671280276817,False
90,5.71980184379615,3.9058967412854053,4,1,0.18665271599216612,0.8133472840078338,0.38657081884029537,0.811965811965812,True
91,5.3584052399234015,3.8264573481995168,3,2,0.2223987853447603,0.7776012146552397,0.5249739521120887,0.7567030784508441,True
92,5.008272744554995,4.916874513996145,5,2,0.2899486661364847,0.7100513338635153,0.45345248180173814,0.7106122448979592,True
93,3.3054628456310025,4.572740331986012,5,2,0.2719148972883662,0.7280851027116337,0.4150858434894027,0.797979797979798,True
94,4.67690076498198,3.0267446990653903,6,1,0.33272617050919534,0.6672738294908047,0.4492504274581614,0.7260869565217392,False
95,3.6206181218659177,4.9326130486731845,6,2,0.4137944582942011,0.586205541705799,0.6143960457902896,0.6643990929705216,False
96,3.9560506786218754,4.2317617654327355,5,1,0.30643213590265184,0.6935678640973482,0.2485092768790782,0.6807081807081807,True
97,5.006195413920265,4.455159483255709,4,2,0.0955011387521844,0.9044988612478156,0.6133827176308768,0.9004545454545455,True
98,5.224540100158255,4.241626486994585,5,2,0.2775202170654621,0.722479782934538,0.4330946933380086,0.7467948717948718,True
99,3.9501684556094303,3.3760761464662936,6,1,0.5061461325814197,0.4938538674185803,0.39439992643769317,0.5275835275835276,False
